id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-NGuveb2Y4r-K6hXQbAR	Another interesting fact:  Green apples are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. That only means that it's best served warm—something that's been true of apple pie all along.	cegcgsG	55-64	female	active	1	1	1	45 or older
-NKI5W82P5U6RpQffhk3	Perfect! Thanks for confirming!  Happy to have you on board for our masterclass :-) Today you will be learning how to prepare Duck à l'Orange. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	1vNO49Y	35-44	male	active	0	2	There are two facts in this text: 1. Today's lesson is about preparing Duck à l'Orange. 2. Participants should ensure they have all the required ingredients and tools.	younger than 45
-NKcfULGwc8RZ40miz6W	Yes it does. To boost the 'shelf-life' of the pesto in the fridge, make sure that it is completely covered with olive oil before sealing the container.	2b71cb60	65-74	female	passive	0	1	1	younger than 45
-NKI6p2EWlCNNIDoPbHH	Would you like to know about the history of the recipe?	1vNO49Y	35-44	male	active	0	0	0	younger than 45
-NJis7DFF-M_LBglXT6F	"Pesto  or to refer to the original dish pesto alla genovese , is a sauce originating in Genoa, the capital city of Liguria, Italy.  Pesto is thought to have two predecessors in ancient times, going back as far as the Roman age. The ancient Romans used to eat a similar paste called moretum, which was made by crushing garlic, salt, cheese, herbs, olive oil and vinegar together.  During the Middle Ages, a popular sauce in the Genoan cuisine was ""agliata"", which was basically a mash of garlic and walnuts, as garlic was a staple in the nutrition of Ligurians, especially for the seafarers. The introduction of basil, the main ingredient of modern pesto, occurred in more recent times and is first documented only in the mid-19th century, when gastronomist Giovanni Battista Ratto published his book ""La Cuciniera Genovese"" in 1863"	sVzhG	45-54	female	passive	3	5	5	45 or older
-NKY2th0NOn-z50j83H1	Thank you! Have a nice day!	ea5def48	55-64	female	active	0	0	0	45 or older
-NKnePL4JYG9wHV2KwQH	Cream of tartar prevents accidental overbeating of the egg whites.	2424a396	45-54	female	active	1	1	1	45 or older
-NKI6OmjaHeW5j0aH4t5	That is a great question!  A roast duck is essential for duck à l'orange, but it's not what defines the dish. The sauce is what puts the orange in it. It's not any old orange sauce, though, it's a specific one—sauce bigarade.	1vNO49Y	35-44	male	active	1	2	Two.	younger than 45
-NJivpv89aNrQYIfMnVg	Step 5:  Pesto can be served with pasta right away, or transferred to a jar or container, covered with a small layer of olive oil, sealed, and refrigerated overnight.	sVzhG	45-54	female	passive	0	1	There is 1 fact in this text: Pesto can be transferred to a jar or container, covered with a small layer of olive oil, sealed, and refrigerated overnight.	45 or older
-NKilw11acpUYkcrLft3	Ok let's go to step 8	a9780bf6	45-54	female	active	0	1	1	45 or older
-NGuo5Advhn60yuQo7Am	Let me see...	cegcgsG	55-64	female	active	0	0	0. There is no factual information present in the text.	45 or older
-NGWkM3CEL8SsW9ee7nB	A fan-assisted oven allows a reduction in cooking temperature compared to a conventional oven. This comparison will vary, depending on factors including, for example, how much food is being cooked at once or if airflow is being restricted, for example by an oversized baking tray. This difference in cooking temperature is offset as the circulating air transfers heat more quickly than still air of the same temperature. In order to transfer the same amount of heat in the same time, the temperature must be lowered to reduce the rate of heat transfer in order to compensate.	rfAHhxd	65-74	male	active	3	4	Four facts.	younger than 45
-NKiKx7EypDia2-kFLjw	Sure!	4f7f5758	25-34	female	active	0	0	0. There are no factual statements in this text.	younger than 45
-NGv_bJx2oOQREfTFkp9	Hi.  How can I help you?	tLrorpH	55-64	female	active	0	0	0	45 or older
-NGumZd2aSBaEODg7mx5	I do not have the information for this recipe, but a commercially prepared apple pie is 52% water, 34% carbohydrates, 2% protein, and 11% fat (table). A 100-gram serving supplies 237 Calories and 13% of the US recommended Daily Value of sodium, with no other micronutrients in significant content. This can be used as a reference.	cegcgsG	55-64	female	active	4	5	5	45 or older
-NKXsAm8HS_ZqJpCW0wK	I'm sorry about that.	ea5def48	55-64	female	active	0	0	0	45 or older
-NKXyF6viEM3gLL2BZQ9	Yes, you should always taste it as you adjust the ratio of the ingredients.	ea5def48	55-64	female	active	0	1	1	45 or older
-NGWfTGq_TQx5lIoiWuQ	while most of the stuff you encounter there will be oversize, you'll also find a ready supply of surprisingly tiny baking sheets. First, there are the quarter-sheet pans, which are, as you may have guessed, half the size of half sheets. Then there are the truly Lilliputian eighth sheets, half the size yet again. Those smallest ones measure a mere six and a half by nine and a half inches. For whatever reason, these smaller sheet pans rarely make their way into home kitchens. It's bizarre, because, as handy as they are in commercial kitchens, they're even more useful at home, where we routinely cook smaller portions of food.	rfAHhxd	65-74	male	active	3	5	Five facts. 1. Quarter-sheet pans are half the size of half sheets. 2. Eighth sheets are half the size of quarter sheets. 3. The smallest eighth sheet pans measure 6.5 x 9.5 inches. 4. Smaller sheet pans are useful in commercial kitchens. 5. Smaller sheet pans are even more useful at home for smaller portions of food.	younger than 45
-NGvkDqydiPas4r4debA	In the second addition gentle folding is key, since you want to keep as many of the tiny air bubbles trapped in the beaten whites as you can. The more you mix, and the more vigorously you do it, the more air bubbles you'll lose. Once in the oven, those air bubbles will expand as gases and steam inflate them. That's what causes a soufflé to rise, and really, there's no stopping it—your beaten whites will contain air bubbles and those air bubbles will expand, and when they do your soufflé will push higher and higher in its baking dish.	tLrorpH	55-64	female	active	3	3	3	45 or older
-NKijfpLRCQbxpEhIxiR	Ok that is great!	a9780bf6	45-54	female	active	0	0	0	45 or older
-NH9wMB1VRJXsWHZbjrg	Sure	ABFwuoU	45-54	female	active	0	0	0. As per the given statement, there is no text provided to count the facts.	45 or older
-NGuv6pZ3xSAOD8THjCD	Let me see...	cegcgsG	55-64	female	active	0	0	0. There are no facts presented in this text.	45 or older
-NKgqRMr4c0wEyyWzxRm	Do you have any questions about the ingredients?	7460a2a0	45-54	male	passive	0	0	0	45 or older
-NGzsTB4EvOFDlM0vFuH	But you can have a look at this later to recap the recipe steps you will learn about here.	EioCaKa	18-24	male	passive	0	0	0	younger than 45
-NGWVZWVunRMXX4Nmm9S	Alright. So if you're awesome with a paring knife, you can use the Jacques Pepin technique: twirl the knife around the top then the bottom, split it in half, cut out the seeds, and slice the wedges, all without ever letting the apple leave your hand.	rfAHhxd	65-74	male	active	0	1	There is only one fact in this text: the technique for cutting an apple suggested by Jacques Pepin.	younger than 45
-NHA2XTapCBZRidCGDrv	This is Step 4.	ABFwuoU	45-54	female	active	0	1	1	45 or older
-NHA0OaLzW_qDdMS5dGO	It will look like this then:	ABFwuoU	45-54	female	active	0	0	0	45 or older
-NKnamskjZsn2YwJcOg-	A ramekin is a small glazed ceramic or glass bowl used for cooking and serving various dishes.	2424a396	45-54	female	active	1	1	1	45 or older
-NKikOD6jjWDNFZoVB_P	In this step, blanching the duck in boiling water is crucial	a9780bf6	45-54	female	active	0	1	1	45 or older
-NGWXOs9CNF2MliTzfso	Macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking.	rfAHhxd	65-74	male	active	1	1	1	younger than 45
-NGvei1088XgZNG66u98	Let me also tell you the reason why adding it bit by bit	tLrorpH	55-64	female	active	0	1	1	45 or older
-NGzyr6rvgD1AGCSdZZp	Unfortunately not. I do not have a video for this.	EioCaKa	18-24	male	passive	0	1	"There is only one fact in this text: ""I do not have a video for this."""	younger than 45
-NGX-DPFYkjgtNSOiFaJ	You could try English mustard instead.	PPmiUbC	55-64	male	passive	0	0	0 (There are no facts presented in this sentence.)	45 or older
-NGLmZhbeYmwpI_OdadF	Usually, a commercially prepared apple pie is 52% water, 34% carbohydrates, 2% protein, and 11% fat. A 100-gram serving supplies 237 Calories and 13% of the US recommended Daily Value of sodium, with no other micronutrients in significant content.	LFiNVaQ	45-54	male	passive	4	2	2	45 or older
-NKIGEVtrTGESe3x_l05	In this step, stir in the gastrique one teaspoon at a time, tasting as you go, until the sauce hits a perfect sweet-sour balance.  It should lean sour and have some intensity to it, but be careful—too much gastrique can quickly ruin a sauce. Whisking constantly, work the butter into the sauce, making sure to keep the sauce below the boil, lest it break.	1vNO49Y	35-44	male	active	0	3	There are three facts in this text: 1. Stir in the gastrique one teaspoon at a time, tasting as you go, until the sauce hits a perfect sweet-sour balance. 2. It should lean sour and have some intensity to it, but be careful—too much gastrique can quickly ruin a sauce. 3. Whisking constantly, work the butter into the sauce, making sure to keep the sauce below the boil, lest it break.	younger than 45
-NGvq_yfdK_J_LqDjrIi	Regarding the temperature:	tLrorpH	55-64	female	active	0	0	There is no factual information provided in the text. Therefore, the number of facts in this text is 0.	45 or older
-NKczo_WTkrSNmfKeQjL	I would actually recommend using buttermilk due to its tenderizing effects on food	68942e2a	65-74	male	passive	0	1	1	younger than 45
-NJiu0wh7UqFoB_8D5Am	Step 3:  Add basil leaves, a handful at a time, and pound and grind against the walls of the mortar. Add pinch of salt with each handful to act as an abrasive. Continue until all basil leaves have been crushed to fine bits.	sVzhG	45-54	female	passive	0	3	Three.	45 or older
-NGqCxf7gpZvZmVHy81m	Are you looking for mustard alternatives?	INfBowH	35-44	male	active	0	1	There is 1 fact in this text. The fact is that the text is asking a question about mustard alternatives.	younger than 45
-NGurxTmtk9Ia78KtT2m	Adding the starch pulls the liquid out of the apples, concentrates the flavor in extracted juice, and then preserves the shape of the fruit during baking. It also reduces the chance of your pie boiling over during baking, and prevents empty space inside the pie under the crust. So yes, it prevents deteriorating a bit.	cegcgsG	55-64	female	active	3	6	There are 6 facts in this text.	45 or older
-NGLivCS30fQBJhJO8Go	https://www.seriouseats.com/thmb/IV3NdnPnxSoK-RUim3YgTpDxlsI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__recipes__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik-20-aba8c249b2fb42cabe5b4f2628afbf2e.jpg	LFiNVaQ	45-54	male	passive	0	0	There are no facts in this text. It is simply a URL linking to an image of an apple pie.	45 or older
-NGWaUAemB-kfaL_nEGp	So using the convection mechanism (=fan-assisted) food is cooked faster than a conventional oven. But I cannot provide you with an exact temperature	rfAHhxd	65-74	male	active	1	2	Two.	younger than 45
-NKdE6FXx6FPMDzxdx0q	In this recipe we are using 1/2 cup (about 1 ounce) of freshly grated Parmesan cheese	c70f521	45-54	female	active	1	1	1	45 or older
-NGvc67imlRzE-xbjDy6	https://www.seriouseats.com/thmb/aGIVYcfiQHMRCuaTwL9wj2Fpsa8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-33-1500x1125-b86db36dac9d4bfaafa75d94c79b54b7.jpg	tLrorpH	55-64	female	active	0	0	There are no facts in this text. It is a URL directing to an image of a cheese soufflé.	45 or older
-NKnfVyot8pNZ5YwbmrY	I'm sorry but I do not have a video for this recipe	2424a396	45-54	female	active	0	1	"There is only 1 fact in this text: ""I do not have a video for this recipe."""	45 or older
-NKXtUL0hnRRnw4RouZh	Exactly! But it will be worth it :)	ea5def48	55-64	female	active	0	0	0	45 or older
-NGvnrP0bvhA3MYlUJYe	I'm sorry I do not have answer for this question	tLrorpH	55-64	female	active	0	0	0	45 or older
-NGqFlEuiSCIW7kQ8XLR	Alright, let's proceed to the next one then.	INfBowH	35-44	male	active	0	1	"There is only one fact in this text: ""Alright, let's proceed to the next one then."""	younger than 45
-NKnb_UM-pZBFty2LyXr	Cream of tartar is a typical acid (KCHO) which is a derivative of tartaric acid.  In confectionery and candy making, cream of tartar is commonly used as the acidulant. The use of cream of tartar imparts a honey-like flavor to the syrup.	2424a396	45-54	female	active	2	3	Three.	45 or older
-NH4eSMpSe93cVEwGuG3	Hi.  How can I help you?	Fxikuau	45-54	male	passive	0	0	There are zero facts in this text.	45 or older
-NKnfArHx7VQvLPkNaBM	It should take a couple of minutes at most, especially if you're using the right kind of whisk (a French whisk).	2424a396	45-54	female	active	0	1	1	45 or older
-NGvmHCIeDZY5mUn-Naj	Keep that in mind :-) Now let's move to step 7.	tLrorpH	55-64	female	active	0	1	One.	45 or older
-NGWzCKU9lt740Et7g3_	https://www.seriouseats.com/thmb/kERdrIlvHCJJIne8WRhCHPd1oWM=/610x458/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2013__09__20130827-gnocchi-parisian-souffle-06-9c62a6102d08476f94f270bb1599b346.jpg	PPmiUbC	55-64	male	passive	0	0	0 (There are no factual statements in this text. It is a URL link to an image.)	45 or older
