conv_id	condition	utterance_id	participant	length_char	length_words	utterance
XYjHSL2Ky3	active	-NBWwj3B2wfvOslLL-w9	agent	707	125	By adding flour directly to boiling water, you actually end up not only denaturing the proteins, but smashing them into small pieces. Some degree of gluten can still form, but because cooked proteins aren't nearly as stretchy or clingy as raw ones, you won't get anywhere near the elasticity of a cold-water dough. Adding butter and other fats to the dough will further diminish its gluten-forming abilities. If we were to try and make gnocchi with a cold water dough, one with plenty of springy, elastic gluten, we'd have a heck of a time getting those gnocchi hot enough to expand to the point where they come out nice and airy; Instead, we'd end up with dense, chewy nubs that taste more like damp bread.
XYjHSL2Ky3	active	-NBWws_5D2opzcXUyyAk	agent	29	3	That's interesting, right? :)
XYjHSL2Ky3	active	-NBWx3NBtqYVSCFYeLvg	user	3	1	yes
XYjHSL2Ky3	active	-NBWxE3-NyrSkCKUrZCw	agent	66	13	Do you prefer preparing the gnocchi with a stand mixer or by hand?
XYjHSL2Ky3	active	-NBWxaEQHyp1tqGoJ5ZF	user	11	2	stand mixer
XYjHSL2Ky3	active	-NBWxhWmGkE30PhlBYtZ	agent	201	27	Alright, that's actually not a bad choice.  Cooked side-by-side, there's absolutely no detectable difference between the wooden spoon and the stand-mixer method, provided you beat extremely vigorously.
XYjHSL2Ky3	active	-NBWxrwCRvIVj-A7t0o5	user	35	6	is there an alternative to parsley?
XYjHSL2Ky3	active	-NBWxu4C0qDeIeTTeKgB	agent	13	3	Let me see...
XYjHSL2Ky3	active	-NBWyk0EiJU6-WCJ3m1n	agent	251	46	It's not easy to tell... So basil and dill do not taste like parsley. But you can use fresh something else in its place. Dried herbs cannot give the same vivacity. Chives for example give the right amount of freshness with a bonus light oniony flavor.
XYjHSL2Ky3	active	-NBWysG21cDBvvW5-jUv	agent	25	6	Do you want to hear more?
XYjHSL2Ky3	active	-NBWyt3vY2IfOg4KmZDH	user	4	1	next
XYjHSL2Ky3	active	-NBWywCv0MMDuY7J8Gqb	user	4	1	next
XYjHSL2Ky3	active	-NBWz5zzy9ihxi-qwmuz	agent	68	13	Before going next, be aware of the impact cheese has on the gnocchi.
XYjHSL2Ky3	active	-NBWzApGUNlgGvoo6SZC	user	4	1	next
XYjHSL2Ky3	active	-NBWzDajog3zAEqq6dha	agent	98	17	Parmesan cheese is adding a savory backbone and helping the gnocchi to brown better down the line.
XYjHSL2Ky3	active	-NBWzL7QwRij_V8mgxik	user	29	6	what is a rimmed baking sheet
XYjHSL2Ky3	active	-NBWzP2q4PTa4kVDgSZA	agent	15	4	Let me tell you
XYjHSL2Ky3	active	-NBWzn2wHtQHEWBeebQD	agent	549	96	It is a flat, rectangular metal pan used in an oven. It is often used for baking bread rolls, pastries and flat products such as cookies, sheet cakes, Swiss rolls and pizzas. Typically, for rimmed trays, each rim will sacrifice 0.5–0.75 inches (1–2 cm) of baking surface along that edge. Pans of a single design from a single vendor will usually share the same rim height and rake across all tray sizes in a series, thus the sacrifice of flat baking surface is proportionally greater (relative to outer dimension) for small pans than for large pans.
XYjHSL2Ky3	active	-NBWzndyUBbPR3Ryuvt1	agent	15	3	Was it helpful?
XYjHSL2Ky3	active	-NBX-E_wp4Xhw45jD5SM	agent	55	12	Also: do you know how to pipe the gnocchi into the pot?
XYjHSL2Ky3	active	-NBX-KsRPng3ajaMgQnT	user	3	1	yes
XYjHSL2Ky3	active	-NBX-dDXjXWxdF9FXmQ0	agent	157	31	Great! Also the goal is to pipe and cut as many gnocchi as you possibly can within about a minute. This will have some effect on the outcome of your gnocchi.
XYjHSL2Ky3	active	-NBX-k2uhQWQXpJ-GZDF	user	4	1	next
XYjHSL2Ky3	active	-NBX-wSOageV_J9-GHvo	agent	105	19	Before going next, quiz time: Why is it important to pipe one batch of gnocchi through within one minute?
XYjHSL2Ky3	active	-NBX057Cfq23IhB7s890	user	52	11	it will have an effect on the outcome of the gnocchi
XYjHSL2Ky3	active	-NBX08L48ufKJTZor2yh	agent	20	3	But which effect? ;)
XYjHSL2Ky3	active	-NBX0U4Q1YnHNLNxszFm	user	12	2	cooking time
XYjHSL2Ky3	active	-NBX0eszwzR8KKvYcmif	agent	186	34	Yes. The last gnocchi that drops in shouldn't be too far behind the first one that entered the pool. Once they've finished cooking, you fish them out and start again with the next batch.
XYjHSL2Ky3	active	-NBX0iLVikO31IOTZwbZ	agent	59	11	Do you want to hear more details about the cooking process?
XYjHSL2Ky3	active	-NBX0k_IMk6cB3fUhxSd	user	2	1	no
XYjHSL2Ky3	active	-NBX0v0Hci6RB6YhM6K4	user	4	1	next
XYjHSL2Ky3	active	-NBX16tlwXrkI3Ovcw1b	user	4	1	next
XYjHSL2Ky3	active	-NBX1P8hEyE577oks84f	agent	111	18	We already reached the final step already. Don't forget to coat the gnocchi with finely grated Parmesan cheese.
XYjHSL2Ky3	active	-NBX1aaBK3rcNbyNIlsW	agent	75	14	What do you think, what's the effect after a brief stint under the broiler?
XYjHSL2Ky3	active	-NBX1onQNFVKG1Ho13mK	user	10	1	crispiness
XYjHSL2Ky3	active	-NBX1ragD3m1O86iDcs5	agent	130	23	Exactly!  After a brief stint under the broiler, they come out puffed and crisp, ready to be served straight out of their skillet.
XYjHSL2Ky3	active	-NBX1u5m3MTKP08VIvQJ	agent	8	1	Yummy :)
XYjHSL2Ky3	active	-NBX1xdV4XBRNwuQSwMT	agent	25	6	Do you want to hear more?
XYjHSL2Ky3	active	-NBX2Ai93mz7mSVJ780t	user	2	1	no
8nJXjVjBTQ	active	-NBRmpXUm9LtcFh4Pj1M	agent	256	47	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Pesto alla Genovese. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
8nJXjVjBTQ	active	-NBRmu3izvGPyO79N9F6	user	5	1	start
8nJXjVjBTQ	active	-NBRmwd2xjyhOzvTcX8T	agent	29	6	Hello :)  How can I help you?
8nJXjVjBTQ	active	-NBRmyush7mlPCr7fXHY	user	15	4	how do i begin?
8nJXjVjBTQ	active	-NBRn5Ply-BlTx2Rrf60	user	41	10	i have made a paste what should I do next
8nJXjVjBTQ	active	-NBRn75iPUEdQaA94W4U	user	23	5	where is this dish from
8nJXjVjBTQ	active	-NBRn8vaeijA8IfEwLHA	agent	13	3	Let me see...
8nJXjVjBTQ	active	-NBRnIZRe2OyHkGLWltC	agent	260	45	Pesto is a more generic Italian term that describes a wide variety of puréed sauces, traditionally made using a mortar and pestle.  The most famous, and the one we're talking about here, is pesto alla genovese, from the Ligurian city of Genoa and its environs.
8nJXjVjBTQ	active	-NBRnS42vANp5jrBxQ3D	user	50	9	thats very interesting what area of italy is genoa
8nJXjVjBTQ	active	-NBRndeqPVAxKafyxrHN	agent	49	10	I'm sorry, I do not think I have this information
8nJXjVjBTQ	active	-NBRndnPLkRtffpXUSCT	user	38	9	what should i do next to make my pesto
8nJXjVjBTQ	active	-NBRng2-rorMUgji1YLK	agent	34	6	But speaking of mortar and pestle:
8nJXjVjBTQ	active	-NBRnlH6WRjkt6LU7vBS	user	13	3	what are they
8nJXjVjBTQ	active	-NBRnqEQ4IZIOLXgKC05	agent	23	5	OH they look like this:
8nJXjVjBTQ	active	-NBRnriZWBSITlwKcL9t	user	4	1	cool
8nJXjVjBTQ	active	-NBRnuKV5dns4T7QdaAF	user	22	5	what should i add next
8nJXjVjBTQ	active	-NBRnxQxwSgNiAIfDBee	agent	55	12	But only one of them is suitable for this type of pesto
8nJXjVjBTQ	active	-NBRnzJhAcb4DLg70iA4	user	11	3	why is that
8nJXjVjBTQ	active	-NBRo-12N_0HthWAWg8E	user	4	1	that
8nJXjVjBTQ	active	-NBRo0t-Z34OvILIJgZa	agent	15	4	Let me tell you
8nJXjVjBTQ	active	-NBRo6_d_2vQVW83NOjX	agent	97	18	If you want to make the very best pesto, get yourself a mortar and pestle from the Mediterranean.
8nJXjVjBTQ	active	-NBRoCU1V6CPQQJJoT3X	agent	104	18	That large pestle head was perfect for efficiently smashing the garlic to paste, and the pine nuts, too.
8nJXjVjBTQ	active	-NBRoF0ESRc511mM75L2	user	14	2	sounds perfect
8nJXjVjBTQ	active	-NBRoJJk2iDiiK7RYchI	agent	35	6	You can even see visual differences
8nJXjVjBTQ	active	-NBRoNm8O4M-FzJjnFwa	user	29	6	yes there is a big difference
8nJXjVjBTQ	active	-NBRoR2EETbHsC7hYUg3	agent	104	21	There is, right? On the left is the mediterrian mortar and on the right you can see one made of granite.
8nJXjVjBTQ	active	-NBRoVZaEI53sUKo_H64	user	31	5	you have broadened my knowledge
8nJXjVjBTQ	active	-NBRoXu8fFcSHz9nzlAB	user	26	6	do i add the pinenuts now?
8nJXjVjBTQ	active	-NBRoYyMMi-twUrUjvwS	agent	27	5	Happy to hear that. Thanks!
8nJXjVjBTQ	active	-NBRobZNR75kEOZQjFgP	agent	36	8	Yes exactly. This is part of step 2.
8nJXjVjBTQ	active	-NBRogC-XLAwsvm-h929	user	42	7	brilliant it isnt loookign quite right yet
8nJXjVjBTQ	active	-NBRoheqNx_M6rC5leZG	user	29	6	looks like it need some green
8nJXjVjBTQ	active	-NBRomSND2cmD6X7HJd7	agent	49	10	Oh it does. One question: Did you toast the nuts?
8nJXjVjBTQ	active	-NBRorppgam2jvZQwfCo	user	15	4	yes i should of
8nJXjVjBTQ	active	-NBRot9MYDhWpyf0I7gP	user	7	2	but why
8nJXjVjBTQ	active	-NBRp792reUQwhksWJ6x	agent	179	32	So in many recipes the pine nuts are tossed directly into the sauce, but it is unclear whether there is any benefit to toasting them first, which would enhance their nutty flavor.
8nJXjVjBTQ	active	-NBRpDUMvfVfIQMFnCM5	user	8	2	oh right
8nJXjVjBTQ	active	-NBRpEYgKrdaCZX3l8ER	user	23	4	where are pinenuts from
8nJXjVjBTQ	active	-NBRpTp1_LC0b9F6UOdG	agent	193	32	What I want to add first: I tested two batches. One with toasted and one without toasted pine nutes.They were nearly indistinguishable from each other: Not one taster could tell the difference.
8nJXjVjBTQ	active	-NBRpULdfoHHCawiZdRI	agent	38	7	The verdict: Toasting is not worth it.
8nJXjVjBTQ	active	-NBRpXssjApn5TR_gDsI	agent	46	9	But let me answer your other question as well.
8nJXjVjBTQ	active	-NBRppxea_6OjWmVp-Fw	agent	690	115	Pine nuts, also called piñón () or pinoli (), sometimes called pignoli in the US, are the edible seeds of pines (family Pinaceae, genus "Pinus"). About 20 species of pine produce seeds large enough to be worth harvesting; in other pines, the seeds are also edible, but are too small to be of notable value as a human food. Throughout Europe and Middle East the pine nuts used are traditionally from "Pinus pinea" (stone pine). They are easily distinguished from the Asian pine nuts by their more slender shape and more homogeneous flesh. Because of the lower price, Asian pine nuts are also often used, especially in cheaper preparations. Pine nuts contain thiamine (vitamin B) and protein.
8nJXjVjBTQ	active	-NBRpvJuAvkOUtjeEt1G	agent	41	9	Was it helpful? Do you want to hear more?
8nJXjVjBTQ	active	-NBRpyYje3Rw6oBxdJGd	user	35	6	that is very interesting yes please
8nJXjVjBTQ	active	-NBRq72QRNn9siNKC3Hy	agent	328	55	Pine nuts are not actually nuts. They are seeds found inside the structure of the pine cone. Technically, sunflower seeds would provide the most similar flavor when looking for a pine nut substitution in traditional recipes. Sesame seeds would also offer a solution to those with nut allergies that don't have pine nuts on hand.
8nJXjVjBTQ	active	-NBRqHjJ6XN5APSbs176	user	21	5	wow i didnt know that
8nJXjVjBTQ	active	-NBRqJQg8prRvZRZfzoM	agent	97	18	Also: Did you know that pine nuts have long been a dietary staple in some Native American tribes?
8nJXjVjBTQ	active	-NBRqLgzHWbXGzx3-8tq	user	10	3	no i didnt
8nJXjVjBTQ	active	-NBRqNsFy-iHrU7A01oW	user	31	8	can you tell me what to do next
8nJXjVjBTQ	active	-NBRqP0QOQCnmvlm8C4i	agent	5	1	Sure!
8nJXjVjBTQ	active	-NBRqXsAYZ9pieYWw-q6	user	43	10	do i need to add anything else to the pesto
8nJXjVjBTQ	active	-NBRqjMI5Uc0fBM7iDja	agent	89	19	At this step not, but you need to make sure that you pick the right basil for your pesto.
8nJXjVjBTQ	active	-NBRqnO_4bax5DCIk_-N	user	31	7	what type of basil should i use
8nJXjVjBTQ	active	-NBRqv638mGfm-Xh6tNB	agent	127	23	The best option would be some basil from Liguria itself, but you probably don't have access to the prized basil of that region.
8nJXjVjBTQ	active	-NBRqxJu_H6U8c4AdWEA	agent	137	25	If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it.
8nJXjVjBTQ	active	-NBRr3KRcDrWua8ZUjww	user	72	16	ok great i will try to use really fresh basil, what is the season for it
8nJXjVjBTQ	active	-NBRr7wmQueewy-pnrwH	agent	13	3	Let me see...
8nJXjVjBTQ	active	-NBRrV1uTCEqMDQX5a8k	user	27	7	if you dont know that is ok
8nJXjVjBTQ	active	-NBRrYspACgu2T29B_Ok	agent	691	118	Basil is sensitive to cold, with best growth in hot, dry conditions. It behaves as an annual if there is any chance of a frost. However, due to its popularity, basil is cultivated in many countries around the world. Production areas include countries in the Mediterranean area, those in the temperate zone, and others in subtropical climates. Although basil grows best outdoors, it can be grown indoors in a pot and, like most herbs, will do best on a sun-facing windowsill. It should be kept away from extremely cold drafts, and grows best in strong sunlight, therefore a greenhouse or row cover is ideal if available. It can, however, be grown even in a basement, under fluorescent lights.
8nJXjVjBTQ	active	-NBRre22ZvHMIP7KEQV2	user	34	8	great so i could grow my own basil
8nJXjVjBTQ	active	-NBRreJ798tbJ7Uzd7oe	agent	49	10	Based on this, you could grow it all year long :)
8nJXjVjBTQ	active	-NBRrfaImPOkoq-GGd_y	agent	7	1	exactly
8nJXjVjBTQ	active	-NBRrhIITGjxpB60fPYl	user	36	7	should i start cooking the pasta now
8nJXjVjBTQ	active	-NBRrvL4LNhnsilP9YpC	agent	60	12	There are still some steps to cover to get a delicious pesto
8nJXjVjBTQ	active	-NBRs00Ob2Nbxq4JeEgh	user	28	7	ok what should i do now then
8nJXjVjBTQ	active	-NBRs4llnKUT4MFMVXPy	user	33	9	how do i know how much oil to add
8nJXjVjBTQ	active	-NBRsDsS5Jgg04N_MvyE	agent	52	11	For the pesto, you can add 3/4 cup (175ml) olive oil
8nJXjVjBTQ	active	-NBRsIl9MOM7KEQuzXn7	agent	48	10	Don't forget to pick the right type of olive oil
8nJXjVjBTQ	active	-NBRsLIOx4V5cfVTazmT	user	22	5	what type should i use
8nJXjVjBTQ	active	-NBRsbTD397GbyQ3sz8Z	agent	99	18	The Ligurian oil, for instance, is buttery and rounded in flavor, and a good choice for your pesto.
8nJXjVjBTQ	active	-NBRsdayJjlvrNS-mWM-	agent	210	38	But as long as you're using a decent, somewhat mild olive oil, your pesto is going to be good; if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.
8nJXjVjBTQ	active	-NBRsm_7g-nZ_ZwCxlWs	user	30	7	ok great ill bare that in mind
8nJXjVjBTQ	active	-NBRsnzmHErLgDiqN30w	agent	6	1	Great!
8nJXjVjBTQ	active	-NBRsooUDHda15aqScfp	user	37	9	what do i do after ive made the pesto
8nJXjVjBTQ	active	-NBRt-L-mZn-VnbDzqU5	agent	129	26	At this step, also have in mind the type of cheese you choose. This also affects the flavour of your pesto in a very special way.
8nJXjVjBTQ	active	-NBRt501tDtTomZqsVs5	user	24	5	what cheese should i use
8nJXjVjBTQ	active	-NBRtCBiyLFxdY_yQuwH	agent	143	19	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese.
8nJXjVjBTQ	active	-NBRtGhLFiOPuWr_tqQ9	user	25	7	can i get this in the ukl
8nJXjVjBTQ	active	-NBRtHJxzO1uZdt_n2KZ	agent	196	34	If you can find the Fiore Sardo, it will make a marginally better pesto sauce, but Pecorino Romano makes a darned good one, too (and, frankly, Parmigiano-Reggiano alone makes a great one as well).
8nJXjVjBTQ	active	-NBRtKL7EMY2wz80LHq7	agent	25	5	oh that's a good question
8nJXjVjBTQ	active	-NBRtLvh4rZZwLfA4YhC	agent	13	3	Let me see...
8nJXjVjBTQ	active	-NBRtTiFuVjTwTX9C3iy	agent	49	10	I'm sorry, I do not think I have this information
8nJXjVjBTQ	active	-NBRtYMmo7mIlL7CmnHz	user	32	7	dont worry what should i do next
8nJXjVjBTQ	active	-NBRtdNBnB4TMFxnEjWI	user	33	7	is it best fresh or after storage
8nJXjVjBTQ	active	-NBRth3-_g8yA7lJHHAc	agent	16	4	Give me a moment
8nJXjVjBTQ	active	-NBRuOMOIDqBMk8Igprm	agent	244	40	From the moment you finished making the pesto, it may start to lose flavor. Freezing halts the deterioration of the highly volatile aromatics, particularly basil, that give pesto much of its vibrancy. Based on this, fresh pesto tastes the best.
8nJXjVjBTQ	active	-NBRuU8y97L2MdtpIwhp	user	42	10	ok great, ill cook pasta to go with it now
8nJXjVjBTQ	active	-NBRuV-VK7pKUYLyJ5Nj	user	16	5	how do i do that
5ed91d3f31d9c60a8ac27018	active	-N5trWgDjCTviC_N8CA5	agent	243	44	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Apple Pie.Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
5ed91d3f31d9c60a8ac27018	active	-N5tr_CTMSVhpNqszoXZ	user	4	1	Next
5ed91d3f31d9c60a8ac27018	active	-N5trmn1bVU1FBcPFz18	agent	87	19	Hi! So I will help you baking a delicious apple pie. Do you have a question for step 1?
5ed91d3f31d9c60a8ac27018	active	-N5trsBlSSG3JFTZfGQO	user	15	4	What is step 1?
5ed91d3f31d9c60a8ac27018	active	-N5ts4lH0mn38GbiG-9C	agent	30	7	I mean step 1 of the recipe :)
5ed91d3f31d9c60a8ac27018	active	-N5tsChEGZmQfeoCcupi	user	52	12	What is the first step I should take? I don't see it
5ed91d3f31d9c60a8ac27018	active	-N5tsRkfNBFzR7DfuSOC	agent	56	12	Oh sorry that shouldn't be like that. So this is step 1:
5ed91d3f31d9c60a8ac27018	active	-N5tsSTjvB_z-98T7mj6	agent	279	44	For the Filling: Combine brown sugar, cinnamon, salt, ginger, nutmeg, and cloves in a gallon-sized zip-top bag (do not add tapioca at this time). Peel, quarter, and core the apples, then slice into 1/2-inch wedges; significant deviation can change the consistency of the filling.
5ed91d3f31d9c60a8ac27018	active	-N5tstWjxmQOd4FvgdW-	user	4	1	Next
5ed91d3f31d9c60a8ac27018	active	-N5tt0qJ5tsYGYdWg4em	agent	101	20	Before we skip to the next step. Why do you think apples should be put in a gallon-sized zip-top bag?
5ed91d3f31d9c60a8ac27018	active	-N5ttBYGGSdOQRblyApR	user	78	15	I think because it's an easy way to mix the ingredients without making a mess?
5ed91d3f31d9c60a8ac27018	active	-N5ttVMvDeyq0Kz8Oa6X	agent	69	11	You're right! That's one important aspect. But there are also others:
5ed91d3f31d9c60a8ac27018	active	-N5ttb5GXlF051usdJPg	agent	287	48	Not only does this minimize cleanup down the road, it limits the fruit's exposure to air, meaning less oxidation, and it lets me toss everything together without making a mess. ( A five-quart-capacity bowl will do the same thing, but that will also increase the fruit's exposure to air.)
5ed91d3f31d9c60a8ac27018	active	-N5ttfPOj1jTfcZgtebx	user	6	2	I see!
5ed91d3f31d9c60a8ac27018	active	-N5ttm32j9regMeCVvPM	agent	73	15	This is how you do it. And the result of this procedure is the following:
5ed91d3f31d9c60a8ac27018	active	-N5ttnyfg9bxg0e8BD35	agent	140	25	The liquid you see after macerating the apples is a syrup composed primarily of brown sugar dissolved by a small amount of tart apple juice.
5ed91d3f31d9c60a8ac27018	active	-N5ttsZ1mZ1OCCNZYh9t	agent	41	9	However, let's go on to the next step now
5ed91d3f31d9c60a8ac27018	active	-N5ttwbbgeGYxrNghA_m	agent	342	61	This is step 2:  Measure 50 ounces sliced apples (11 rounded cups; 1.45kg) into the bag, seal tightly, and tumble until roughly coated. Macerate at room temperature, flipping the bag occasionally to distribute the syrup, until the apples have lost a third of their volume, at least 3 hours. The apples can be held up to 8 hours in the fridge.
5ed91d3f31d9c60a8ac27018	active	-N5tuRQXdyPqKninxMEJ	user	24	4	What does macerate mean?
